Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
28	1196		28<-45<-36<-5<-1
29	846		29<-31<-34<-1
30	1225		30<-4<-40<-34<-1
31	629		31<-34<-1
32	838		32<-36<-5<-1
33	827		33<-18<-26<-1
34	86		34<-1
35	1138		35<-12<-31<-34<-1
36	342		36<-5<-1
37	372		37<-36<-5<-1
38	902		38<-24<-13<-37<-36<-5<-1
39	695		39<-18<-26<-1
40	653		40<-34<-1
41	651		41<-16<-2<-36<-5<-1
42	788		42<-44<-2<-36<-5<-1
43	777		43<-16<-2<-36<-5<-1
44	722		44<-2<-36<-5<-1
45	345		45<-36<-5<-1
46	558		46<-22<-1
47	461		47<-37<-36<-5<-1
48	506		48<-36<-5<-1
49	923		49<-36<-5<-1
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 44
Cel	Dystans	Sciezka	
0	1111		0<-23<-44
1	435		1<-23<-44
2	1084		2<-40<-1<-23<-44
3	485		3<-44
4	1033		4<-12<-44
5	1412		5<-47<-8<-44
6	973		6<-19<-7<-47<-8<-44
7	870		7<-47<-8<-44
8	804		8<-44
9	1624		9<-32<-13<-40<-1<-23<-44
10	1068		10<-40<-1<-23<-44
11	1024		11<-12<-44
12	495		12<-44
13	801		13<-40<-1<-23<-44
14	879		14<-1<-23<-44
15	1769		15<-19<-7<-47<-8<-44
16	1184		16<-32<-13<-40<-1<-23<-44
17	1336		17<-20<-34<-19<-7<-47<-8<-44
18	1397		18<-6<-19<-7<-47<-8<-44
19	925		19<-7<-47<-8<-44
20	1080		20<-34<-19<-7<-47<-8<-44
21	1051		21<-43<-40<-1<-23<-44
22	1119		22<-7<-47<-8<-44
23	383		23<-44
24	873		24<-44
25	1172		25<-1<-23<-44
26	1116		26<-11<-12<-44
27	1071		27<-13<-40<-1<-23<-44
28	902		28<-23<-44
29	1193		29<-32<-13<-40<-1<-23<-44
30	1510		30<-20<-34<-19<-7<-47<-8<-44
31	1055		31<-40<-1<-23<-44
32	1031		32<-13<-40<-1<-23<-44
33	1658		33<-0<-23<-44
34	1016		34<-19<-7<-47<-8<-44
35	1459		35<-5<-47<-8<-44
36	1218		36<-13<-40<-1<-23<-44
37	939		37<-24<-44
38	1129		38<-2<-40<-1<-23<-44
39	1468		39<-17<-20<-34<-19<-7<-47<-8<-44
40	482		40<-1<-23<-44
41	1636		41<-3<-44
42	1528		42<-25<-1<-23<-44
43	795		43<-40<-1<-23<-44
44	0		44
45	1430		45<-22<-7<-47<-8<-44
46	966		46<-23<-44
47	826		47<-8<-44
48	1574		48<-29<-32<-13<-40<-1<-23<-44
49	1291		49<-24<-44
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	556		0<-7<-9
1	668		1<-8<-6<-27<-18<-9
2	1457		2<-10<-0<-7<-9
3	779		3<-25<-6<-27<-18<-9
4	447		4<-9
5	650		5<-39<-9
6	476		6<-27<-18<-9
7	254		7<-9
8	661		8<-6<-27<-18<-9
9	0		9
10	774		10<-0<-7<-9
11	1141		11<-7<-9
12	766		12<-5<-39<-9
13	397		13<-9
14	1320		14<-8<-6<-27<-18<-9
15	554		15<-9
16	1004		16<-4<-9
17	1152		17<-10<-0<-7<-9
18	107		18<-9
19	1127		19<-26<-30<-38<-4<-9
20	820		20<-1<-8<-6<-27<-18<-9
21	1359		21<-48<-49<-0<-7<-9
22	875		22<-48<-49<-0<-7<-9
23	930		23<-25<-6<-27<-18<-9
24	933		24<-13<-9
25	500		25<-6<-27<-18<-9
26	957		26<-30<-38<-4<-9
27	222		27<-18<-9
28	574		28<-13<-9
29	1033		29<-16<-4<-9
30	802		30<-38<-4<-9
31	923		31<-43<-39<-9
32	1213		32<-37<-38<-4<-9
33	1542		33<-22<-48<-49<-0<-7<-9
34	1362		34<-42<-5<-39<-9
35	2338		35<-42<-5<-39<-9
36	1023		36<-5<-39<-9
37	953		37<-38<-4<-9
38	515		38<-4<-9
39	215		39<-9
40	1422		40<-15<-9
41	807		41<-30<-38<-4<-9
42	773		42<-5<-39<-9
43	841		43<-39<-9
44	1286		44<-46<-8<-6<-27<-18<-9
45	1764		45<-23<-25<-6<-27<-18<-9
46	1045		46<-8<-6<-27<-18<-9
47	823		47<-4<-9
48	831		48<-49<-0<-7<-9
49	651		49<-0<-7<-9
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	805		0<-47<-29<-36<-31<-2
1	250		1<-2
2	0		2
3	1422		3<-7<-42<-5<-36<-31<-2
4	1084		4<-17<-45<-1<-2
5	423		5<-36<-31<-2
6	1239		6<-4<-17<-45<-1<-2
7	711		7<-42<-5<-36<-31<-2
8	132		8<-2
9	783		9<-15<-18<-5<-36<-31<-2
10	908		10<-0<-47<-29<-36<-31<-2
11	635		11<-45<-1<-2
12	952		12<-47<-29<-36<-31<-2
13	1090		13<-17<-45<-1<-2
14	811		14<-31<-2
15	629		15<-18<-5<-36<-31<-2
16	482		16<-29<-36<-31<-2
17	508		17<-45<-1<-2
18	511		18<-5<-36<-31<-2
19	1265		19<-24<-1<-2
20	697		20<-1<-2
21	760		21<-16<-29<-36<-31<-2
22	1064		22<-30<-48<-31<-2
23	999		23<-20<-1<-2
24	364		24<-1<-2
25	768		25<-29<-36<-31<-2
26	824		26<-7<-42<-5<-36<-31<-2
27	1531		27<-16<-29<-36<-31<-2
28	578		28<-18<-5<-36<-31<-2
29	272		29<-36<-31<-2
30	713		30<-48<-31<-2
31	164		31<-2
32	987		32<-44<-31<-2
33	1091		33<-12<-47<-29<-36<-31<-2
34	1003		34<-28<-18<-5<-36<-31<-2
35	1059		35<-15<-18<-5<-36<-31<-2
36	199		36<-31<-2
37	1572		37<-16<-29<-36<-31<-2
38	751		38<-15<-18<-5<-36<-31<-2
39	486		39<-29<-36<-31<-2
40	1145		40<-31<-2
41	755		41<-15<-18<-5<-36<-31<-2
42	426		42<-5<-36<-31<-2
43	479		43<-42<-5<-36<-31<-2
44	393		44<-31<-2
45	481		45<-1<-2
46	751		46<-24<-1<-2
47	473		47<-29<-36<-31<-2
48	681		48<-31<-2
49	791		49<-36<-31<-2
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 46
Cel	Dystans	Sciezka	
0	1084		0<-4<-22<-46
1	495		1<-11<-31<-46
2	575		2<-36<-5<-22<-46
3	176		3<-46
4	903		4<-22<-46
5	437		5<-22<-46
6	183		6<-46
7	1390		7<-15<-17<-42<-35<-5<-22<-46
8	742		8<-37<-49<-13<-31<-46
9	914		9<-27<-41<-46
10	978		10<-6<-46
11	340		11<-31<-46
12	1025		12<-8<-37<-49<-13<-31<-46
13	427		13<-31<-46
14	551		14<-40<-31<-46
15	670		15<-17<-42<-35<-5<-22<-46
16	1426		16<-8<-37<-49<-13<-31<-46
17	632		17<-42<-35<-5<-22<-46
18	901		18<-13<-31<-46
19	1008		19<-11<-31<-46
20	807		20<-2<-36<-5<-22<-46
21	1013		21<-47<-23<-13<-31<-46
22	297		22<-46
23	689		23<-13<-31<-46
24	766		24<-23<-13<-31<-46
25	652		25<-6<-46
26	1002		26<-22<-46
27	776		27<-41<-46
28	732		28<-1<-11<-31<-46
29	814		29<-15<-17<-42<-35<-5<-22<-46
30	513		30<-22<-46
31	155		31<-46
32	771		32<-49<-13<-31<-46
33	626		33<-30<-22<-46
34	910		34<-48<-3<-46
35	549		35<-5<-22<-46
36	477		36<-5<-22<-46
37	733		37<-49<-13<-31<-46
38	1103		38<-48<-3<-46
39	819		39<-40<-31<-46
40	467		40<-31<-46
41	629		41<-46
42	576		42<-35<-5<-22<-46
43	520		43<-11<-31<-46
44	1580		44<-31<-46
45	757		45<-40<-31<-46
46	0		46
47	1005		47<-23<-13<-31<-46
48	564		48<-3<-46
49	540		49<-13<-31<-46
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 22
Cel	Dystans	Sciezka	
0	245		0<-22
1	1054		1<-11<-38<-37<-4<-22
2	765		2<-31<-4<-22
3	1439		3<-41<-32<-11<-38<-37<-4<-22
4	153		4<-22
5	472		5<-9<-22
6	966		6<-2<-31<-4<-22
7	896		7<-2<-31<-4<-22
8	908		8<-5<-9<-22
9	366		9<-22
10	949		10<-20<-4<-22
11	802		11<-38<-37<-4<-22
12	579		12<-5<-9<-22
13	1438		13<-18<-2<-31<-4<-22
14	1102		14<-17<-32<-11<-38<-37<-4<-22
15	474		15<-28<-31<-4<-22
16	1181		16<-9<-22
17	1078		17<-32<-11<-38<-37<-4<-22
18	941		18<-2<-31<-4<-22
19	1016		19<-35<-15<-28<-31<-4<-22
20	820		20<-4<-22
21	1085		21<-47<-4<-22
22	0		22
23	835		23<-25<-4<-22
24	698		24<-9<-22
25	775		25<-4<-22
26	548		26<-31<-4<-22
27	879		27<-23<-25<-4<-22
28	471		28<-31<-4<-22
29	718		29<-15<-28<-31<-4<-22
30	703		30<-4<-22
31	369		31<-4<-22
32	850		32<-11<-38<-37<-4<-22
33	688		33<-22
34	1171		34<-20<-4<-22
35	478		35<-15<-28<-31<-4<-22
36	964		36<-32<-11<-38<-37<-4<-22
37	534		37<-4<-22
38	613		38<-37<-4<-22
39	592		39<-5<-9<-22
40	766		40<-9<-22
41	915		41<-32<-11<-38<-37<-4<-22
42	533		42<-4<-22
43	529		43<-22
44	1114		44<-11<-38<-37<-4<-22
45	708		45<-9<-22
46	1048		46<-29<-15<-28<-31<-4<-22
47	722		47<-4<-22
48	1161		48<-8<-5<-9<-22
49	684		49<-31<-4<-22
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 40
Cel	Dystans	Sciezka	
0	909		0<-45<-8<-5<-40
1	754		1<-24<-41<-18<-8<-5<-40
2	588		2<-40
3	1360		3<-29<-45<-8<-5<-40
4	926		4<-1<-24<-41<-18<-8<-5<-40
5	63		5<-40
6	1142		6<-8<-5<-40
7	1304		7<-36<-28<-4<-1<-24<-41<-18<-8<-5<-40
8	84		8<-5<-40
9	1790		9<-24<-41<-18<-8<-5<-40
10	1130		10<-17<-16<-8<-5<-40
11	1236		11<-27<-16<-8<-5<-40
12	993		12<-16<-8<-5<-40
13	1098		13<-0<-45<-8<-5<-40
14	1676		14<-4<-1<-24<-41<-18<-8<-5<-40
15	1597		15<-48<-41<-18<-8<-5<-40
16	387		16<-8<-5<-40
17	972		17<-16<-8<-5<-40
18	234		18<-8<-5<-40
19	800		19<-41<-18<-8<-5<-40
20	905		20<-19<-41<-18<-8<-5<-40
21	705		21<-40
22	1262		22<-18<-8<-5<-40
23	1397		23<-17<-16<-8<-5<-40
24	670		24<-41<-18<-8<-5<-40
25	1635		25<-37<-1<-24<-41<-18<-8<-5<-40
26	986		26<-48<-41<-18<-8<-5<-40
27	884		27<-16<-8<-5<-40
28	1074		28<-4<-1<-24<-41<-18<-8<-5<-40
29	882		29<-45<-8<-5<-40
30	1150		30<-40
31	1205		31<-8<-5<-40
32	1262		32<-0<-45<-8<-5<-40
33	1216		33<-44<-10<-17<-16<-8<-5<-40
34	1096		34<-2<-40
35	1398		35<-39<-27<-16<-8<-5<-40
36	1228		36<-28<-4<-1<-24<-41<-18<-8<-5<-40
37	1165		37<-1<-24<-41<-18<-8<-5<-40
38	893		38<-41<-18<-8<-5<-40
39	1198		39<-27<-16<-8<-5<-40
40	0		40
41	251		41<-18<-8<-5<-40
42	1285		42<-4<-1<-24<-41<-18<-8<-5<-40
43	1036		43<-18<-8<-5<-40
44	1148		44<-10<-17<-16<-8<-5<-40
45	510		45<-8<-5<-40
46	1271		46<-34<-2<-40
47	1548		47<-30<-40
48	890		48<-41<-18<-8<-5<-40
49	1326		49<-7<-36<-28<-4<-1<-24<-41<-18<-8<-5<-40
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	184		0<-45<-22<-21
1	262		1<-18<-2<-23<-21
2	202		2<-23<-21
3	443		3<-14<-45<-22<-21
4	437		4<-41<-0<-45<-22<-21
5	397		5<-18<-2<-23<-21
6	252		6<-18<-2<-23<-21
7	700		7<-4<-41<-0<-45<-22<-21
8	500		8<-1<-18<-2<-23<-21
9	800		9<-35<-21
10	165		10<-45<-22<-21
11	697		11<-2<-23<-21
12	807		12<-46<-23<-21
13	473		13<-45<-22<-21
14	438		14<-45<-22<-21
15	762		15<-22<-21
16	1019		16<-25<-19<-10<-45<-22<-21
17	1011		17<-0<-45<-22<-21
18	242		18<-2<-23<-21
19	451		19<-10<-45<-22<-21
20	569		20<-36<-22<-21
21	0		21
22	62		22<-21
23	122		23<-21
24	950		24<-48<-43<-30<-10<-45<-22<-21
25	495		25<-19<-10<-45<-22<-21
26	624		26<-34<-21
27	752		27<-46<-23<-21
28	814		28<-8<-1<-18<-2<-23<-21
29	467		29<-19<-10<-45<-22<-21
30	267		30<-10<-45<-22<-21
31	375		31<-43<-30<-10<-45<-22<-21
32	948		32<-30<-10<-45<-22<-21
33	465		33<-2<-23<-21
34	331		34<-21
35	356		35<-21
36	523		36<-22<-21
37	579		37<-41<-0<-45<-22<-21
38	584		38<-20<-36<-22<-21
39	825		39<-18<-2<-23<-21
40	1220		40<-16<-25<-19<-10<-45<-22<-21
41	313		41<-0<-45<-22<-21
42	412		42<-31<-43<-30<-10<-45<-22<-21
43	351		43<-30<-10<-45<-22<-21
44	572		44<-33<-2<-23<-21
45	110		45<-22<-21
46	443		46<-23<-21
47	1018		47<-13<-45<-22<-21
48	767		48<-43<-30<-10<-45<-22<-21
49	1032		49<-31<-43<-30<-10<-45<-22<-21
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 41
Cel	Dystans	Sciezka	
0	1310		0<-15<-28<-26<-29<-8<-9<-22<-24<-41
1	602		1<-45<-41
2	856		2<-26<-29<-8<-9<-22<-24<-41
3	1226		3<-43<-28<-26<-29<-8<-9<-22<-24<-41
4	1343		4<-16<-24<-41
5	750		5<-35<-22<-24<-41
6	1400		6<-32<-24<-41
7	799		7<-5<-35<-22<-24<-41
8	565		8<-9<-22<-24<-41
9	553		9<-22<-24<-41
10	408		10<-41
11	1011		11<-25<-22<-24<-41
12	1467		12<-22<-24<-41
13	737		13<-9<-22<-24<-41
14	1224		14<-44<-41
15	954		15<-28<-26<-29<-8<-9<-22<-24<-41
16	900		16<-24<-41
17	935		17<-7<-5<-35<-22<-24<-41
18	1096		18<-25<-22<-24<-41
19	1304		19<-27<-31<-49<-25<-22<-24<-41
20	891		20<-28<-26<-29<-8<-9<-22<-24<-41
21	765		21<-35<-22<-24<-41
22	425		22<-24<-41
23	1031		23<-20<-28<-26<-29<-8<-9<-22<-24<-41
24	306		24<-41
25	496		25<-22<-24<-41
26	706		26<-29<-8<-9<-22<-24<-41
27	756		27<-31<-49<-25<-22<-24<-41
28	785		28<-26<-29<-8<-9<-22<-24<-41
29	646		29<-8<-9<-22<-24<-41
30	937		30<-1<-45<-41
31	751		31<-49<-25<-22<-24<-41
32	952		32<-24<-41
33	931		33<-45<-41
34	990		34<-1<-45<-41
35	534		35<-22<-24<-41
36	743		36<-45<-41
37	948		37<-21<-35<-22<-24<-41
38	1251		38<-24<-41
39	1207		39<-43<-28<-26<-29<-8<-9<-22<-24<-41
40	1619		40<-37<-21<-35<-22<-24<-41
41	0		41
42	1424		42<-24<-41
43	1131		43<-28<-26<-29<-8<-9<-22<-24<-41
44	391		44<-41
45	289		45<-41
46	1022		46<-37<-21<-35<-22<-24<-41
47	1412		47<-10<-41
48	783		48<-31<-49<-25<-22<-24<-41
49	579		49<-25<-22<-24<-41
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	1269		0<-48<-11
1	1088		1<-38<-31<-11
2	276		2<-11
3	1090		3<-44<-15<-26<-47<-31<-11
4	1241		4<-25<-35<-47<-31<-11
5	1019		5<-7<-2<-11
6	1041		6<-16<-11
7	473		7<-2<-11
8	1111		8<-38<-31<-11
9	584		9<-11
10	786		10<-28<-36<-21<-11
11	0		11
12	2866		12<-35<-47<-31<-11
13	1456		13<-29<-48<-11
14	1294		14<-42<-30<-46<-7<-2<-11
15	958		15<-26<-47<-31<-11
16	874		16<-11
17	1197		17<-34<-30<-46<-7<-2<-11
18	595		18<-28<-36<-21<-11
19	814		19<-7<-2<-11
20	1567		20<-25<-35<-47<-31<-11
21	402		21<-11
22	802		22<-21<-11
23	1593		23<-15<-26<-47<-31<-11
24	931		24<-45<-31<-11
25	1081		25<-35<-47<-31<-11
26	904		26<-47<-31<-11
27	202		27<-31<-11
28	538		28<-36<-21<-11
29	1421		29<-48<-11
30	565		30<-46<-7<-2<-11
31	153		31<-11
32	368		32<-31<-11
33	948		33<-9<-11
34	751		34<-30<-46<-7<-2<-11
35	1023		35<-47<-31<-11
36	508		36<-21<-11
37	930		37<-31<-11
38	190		38<-31<-11
39	1071		39<-42<-30<-46<-7<-2<-11
40	983		40<-24<-45<-31<-11
41	1536		41<-42<-30<-46<-7<-2<-11
42	823		42<-30<-46<-7<-2<-11
43	1041		43<-5<-7<-2<-11
44	1075		44<-15<-26<-47<-31<-11
45	455		45<-31<-11
46	528		46<-7<-2<-11
47	404		47<-31<-11
48	1020		48<-11
49	1139		49<-27<-31<-11
Ilosc krawedzi 1225 Ilosc wierzcholkow 50 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	1088		0<-13<-26<-38<-20
1	981		1<-6<-33<-38<-20
2	684		2<-3<-20
3	660		3<-20
4	807		4<-28<-7<-6<-33<-38<-20
5	1590		5<-13<-26<-38<-20
6	541		6<-33<-38<-20
7	659		7<-6<-33<-38<-20
8	1633		8<-27<-15<-36<-38<-20
9	1419		9<-2<-3<-20
10	1121		10<-15<-36<-38<-20
11	1771		11<-27<-15<-36<-38<-20
12	916		12<-44<-26<-38<-20
13	840		13<-26<-38<-20
14	820		14<-18<-20
15	680		15<-36<-38<-20
16	1051		16<-37<-49<-26<-38<-20
17	1356		17<-10<-15<-36<-38<-20
18	672		18<-20
19	1330		19<-40<-29<-22<-36<-38<-20
20	0		20
21	585		21<-20
22	865		22<-36<-38<-20
23	1023		23<-45<-21<-20
24	1047		24<-18<-20
25	1248		25<-1<-6<-33<-38<-20
26	635		26<-38<-20
27	1007		27<-15<-36<-38<-20
28	797		28<-7<-6<-33<-38<-20
29	877		29<-22<-36<-38<-20
30	997		30<-7<-6<-33<-38<-20
31	1141		31<-16<-37<-49<-26<-38<-20
32	1086		32<-16<-37<-49<-26<-38<-20
33	377		33<-38<-20
34	1002		34<-49<-26<-38<-20
35	977		35<-20
36	621		36<-38<-20
37	1032		37<-49<-26<-38<-20
38	320		38<-20
39	1010		39<-4<-28<-7<-6<-33<-38<-20
40	917		40<-29<-22<-36<-38<-20
41	1323		41<-1<-6<-33<-38<-20
42	968		42<-47<-38<-20
43	751		43<-38<-20
44	914		44<-26<-38<-20
45	776		45<-21<-20
46	1020		46<-44<-26<-38<-20
47	787		47<-38<-20
48	1551		48<-16<-37<-49<-26<-38<-20
49	943		49<-26<-38<-20
