Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
14	1500		14<-36<-8<-46<-18<-38<-3
15	912		15<-38<-3
16	1560		16<-40<-3
17	2631		17<-44<-5<-40<-3
18	751		18<-38<-3
19	923		19<-18<-38<-3
20	1244		20<-40<-3
21	3342		21<-37<-2<-46<-18<-38<-3
22	3006		22<-47<-40<-3
23	118		23<-38<-3
24	2074		24<-49<-16<-40<-3
25	2360		25<-41<-3
26	2132		26<-42<-3
27	2347		27<-47<-40<-3
28	726		28<-42<-3
29	3366		29<-46<-18<-38<-3
30	1747		30<-39<-18<-38<-3
31	2733		31<-48<-1<-42<-3
32	1321		32<-40<-3
33	764		33<-38<-3
34	3089		34<-38<-3
35	2518		35<-39<-18<-38<-3
36	1088		36<-8<-46<-18<-38<-3
37	1064		37<-2<-46<-18<-38<-3
38	104		38<-3
39	1268		39<-18<-38<-3
40	1143		40<-3
41	1520		41<-3
42	574		42<-3
43	730		43<-28<-42<-3
44	1390		44<-5<-40<-3
45	2162		45<-2<-46<-18<-38<-3
46	813		46<-18<-38<-3
47	1250		47<-40<-3
48	2059		48<-1<-42<-3
49	1744		49<-16<-40<-3
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	1382		0<-37<-5<-44<-6
1	2323		1<-40<-10<-46<-44<-6
2	1254		2<-48<-17<-44<-6
3	1835		3<-38<-46<-44<-6
4	1912		4<-38<-46<-44<-6
5	654		5<-44<-6
6	0		6
7	1579		7<-37<-5<-44<-6
8	1464		8<-45<-13<-44<-6
9	2143		9<-49<-21<-42<-5<-44<-6
10	722		10<-46<-44<-6
11	1065		11<-42<-5<-44<-6
12	1994		12<-46<-44<-6
13	1270		13<-44<-6
14	2064		14<-38<-46<-44<-6
15	2493		15<-48<-17<-44<-6
16	1395		16<-46<-44<-6
17	378		17<-44<-6
18	1534		18<-49<-21<-42<-5<-44<-6
19	2348		19<-48<-17<-44<-6
20	1223		20<-46<-44<-6
21	1228		21<-42<-5<-44<-6
22	1621		22<-38<-46<-44<-6
23	1567		23<-37<-5<-44<-6
24	3763		24<-40<-10<-46<-44<-6
25	923		25<-42<-5<-44<-6
26	578		26<-44<-6
27	978		27<-44<-6
28	751		28<-46<-44<-6
29	1444		29<-42<-5<-44<-6
30	1439		30<-44<-6
31	1703		31<-41<-40<-10<-46<-44<-6
32	1972		32<-37<-5<-44<-6
33	1320		33<-40<-10<-46<-44<-6
34	2399		34<-37<-5<-44<-6
35	1914		35<-49<-21<-42<-5<-44<-6
36	1140		36<-6
37	1185		37<-5<-44<-6
38	1303		38<-46<-44<-6
39	875		39<-44<-6
40	781		40<-10<-46<-44<-6
41	1446		41<-40<-10<-46<-44<-6
42	821		42<-5<-44<-6
43	1212		43<-26<-44<-6
44	307		44<-6
45	1361		45<-13<-44<-6
46	721		46<-44<-6
47	1322		47<-39<-44<-6
48	960		48<-17<-44<-6
49	1475		49<-21<-42<-5<-44<-6
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 49
Cel	Dystans	Sciezka	
0	2801		0<-40<-48<-47<-10<-49
1	1649		1<-49
2	2343		2<-45<-43<-49
3	1806		3<-36<-49
4	1945		4<-47<-10<-49
5	1793		5<-36<-49
6	1802		6<-47<-10<-49
7	893		7<-47<-10<-49
8	3122		8<-41<-49
9	1679		9<-41<-49
10	67		10<-49
11	2010		11<-39<-34<-44<-43<-49
12	1751		12<-44<-43<-49
13	1908		13<-12<-44<-43<-49
14	1678		14<-43<-49
15	1357		15<-41<-49
16	2077		16<-36<-49
17	1457		17<-49
18	951		18<-47<-10<-49
19	878		19<-48<-47<-10<-49
20	1697		20<-47<-10<-49
21	2372		21<-41<-49
22	2107		22<-43<-49
23	3309		23<-22<-43<-49
24	724		24<-47<-10<-49
25	1460		25<-47<-10<-49
26	961		26<-43<-49
27	1729		27<-43<-49
28	1329		28<-45<-43<-49
29	1278		29<-47<-10<-49
30	1659		30<-44<-43<-49
31	2361		31<-38<-24<-47<-10<-49
32	1839		32<-41<-49
33	2207		33<-38<-24<-47<-10<-49
34	1493		34<-44<-43<-49
35	1414		35<-43<-49
36	821		36<-49
37	1307		37<-10<-49
38	1447		38<-24<-47<-10<-49
39	1942		39<-34<-44<-43<-49
40	916		40<-48<-47<-10<-49
41	1149		41<-49
42	1654		42<-29<-47<-10<-49
43	889		43<-49
44	1431		44<-43<-49
45	1261		45<-43<-49
46	856		46<-24<-47<-10<-49
47	398		47<-10<-49
48	529		48<-47<-10<-49
49	0		49
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1215		0<-36<-3
1	2006		1<-45<-36<-3
2	1606		2<-36<-3
3	0		3
4	2495		4<-45<-36<-3
5	2158		5<-42<-17<-37<-45<-36<-3
6	2418		6<-47<-8<-36<-3
7	1843		7<-36<-3
8	1108		8<-36<-3
9	1227		9<-46<-36<-3
10	2301		10<-44<-16<-37<-45<-36<-3
11	1833		11<-47<-8<-36<-3
12	1199		12<-45<-36<-3
13	2626		13<-43<-3
14	1854		14<-47<-8<-36<-3
15	1742		15<-38<-3
16	1464		16<-37<-45<-36<-3
17	1622		17<-37<-45<-36<-3
18	1468		18<-46<-36<-3
19	2268		19<-38<-3
20	2629		20<-39<-8<-36<-3
21	1975		21<-40<-48<-8<-36<-3
22	1156		22<-46<-36<-3
23	2201		23<-45<-36<-3
24	1562		24<-45<-36<-3
25	1660		25<-46<-36<-3
26	2918		26<-49<-0<-36<-3
27	1911		27<-42<-17<-37<-45<-36<-3
28	1308		28<-39<-8<-36<-3
29	2335		29<-46<-36<-3
30	2458		30<-42<-17<-37<-45<-36<-3
31	1333		31<-46<-36<-3
32	1841		32<-31<-46<-36<-3
33	1905		33<-43<-3
34	2703		34<-40<-48<-8<-36<-3
35	2083		35<-44<-16<-37<-45<-36<-3
36	491		36<-3
37	1449		37<-45<-36<-3
38	1192		38<-3
39	1136		39<-8<-36<-3
40	1901		40<-48<-8<-36<-3
41	1605		41<-31<-46<-36<-3
42	1867		42<-17<-37<-45<-36<-3
43	1218		43<-3
44	1474		44<-16<-37<-45<-36<-3
45	858		45<-36<-3
46	978		46<-36<-3
47	1713		47<-8<-36<-3
48	1776		48<-8<-36<-3
49	2077		49<-0<-36<-3
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	3683		0<-47<-31
1	2756		1<-44<-33<-47<-31
2	1333		2<-45<-32<-31
3	2606		3<-48<-2<-45<-32<-31
4	2582		4<-46<-47<-31
5	1796		5<-42<-40<-2<-45<-32<-31
6	1932		6<-42<-40<-2<-45<-32<-31
7	2519		7<-43<-36<-10<-45<-32<-31
8	3634		8<-7<-43<-36<-10<-45<-32<-31
9	2790		9<-47<-31
10	1462		10<-45<-32<-31
11	1649		11<-10<-45<-32<-31
12	1997		12<-40<-2<-45<-32<-31
13	3523		13<-46<-47<-31
14	1784		14<-40<-2<-45<-32<-31
15	2192		15<-43<-36<-10<-45<-32<-31
16	2159		16<-42<-40<-2<-45<-32<-31
17	2351		17<-47<-31
18	2930		18<-17<-47<-31
19	2850		19<-46<-47<-31
20	3151		20<-47<-31
21	2582		21<-44<-33<-47<-31
22	2539		22<-47<-31
23	2555		23<-47<-31
24	1824		24<-42<-40<-2<-45<-32<-31
25	2618		25<-48<-2<-45<-32<-31
26	2359		26<-44<-33<-47<-31
27	2056		27<-37<-24<-42<-40<-2<-45<-32<-31
28	2951		28<-41<-45<-32<-31
29	2034		29<-48<-2<-45<-32<-31
30	2636		30<-48<-2<-45<-32<-31
31	0		31
32	446		32<-31
33	1944		33<-47<-31
34	2433		34<-48<-2<-45<-32<-31
35	2182		35<-44<-33<-47<-31
36	2094		36<-10<-45<-32<-31
37	1908		37<-24<-42<-40<-2<-45<-32<-31
38	2371		38<-45<-32<-31
39	2588		39<-45<-32<-31
40	1642		40<-2<-45<-32<-31
41	2538		41<-45<-32<-31
42	1767		42<-40<-2<-45<-32<-31
43	2166		43<-36<-10<-45<-32<-31
44	2142		44<-33<-47<-31
45	1294		45<-32<-31
46	2169		46<-47<-31
47	1542		47<-31
48	1828		48<-2<-45<-32<-31
49	1992		49<-42<-40<-2<-45<-32<-31
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 28
Cel	Dystans	Sciezka	
0	5651		0<-40<-28
1	3732		1<-39<-28
2	4215		2<-45<-7<-43<-40<-28
3	3709		3<-39<-28
4	3707		4<-40<-28
5	4616		5<-40<-28
6	3567		6<-40<-28
7	3559		7<-43<-40<-28
8	4895		8<-46<-28
9	4739		9<-44<-3<-39<-28
10	3189		10<-49<-12<-39<-28
11	3483		11<-10<-49<-12<-39<-28
12	3103		12<-39<-28
13	3713		13<-39<-28
14	5007		14<-37<-10<-49<-12<-39<-28
15	4062		15<-48<-39<-28
16	4994		16<-41<-10<-49<-12<-39<-28
17	4417		17<-48<-39<-28
18	3637		18<-49<-12<-39<-28
19	4033		19<-46<-28
20	4447		20<-38<-45<-7<-43<-40<-28
21	5366		21<-45<-7<-43<-40<-28
22	4088		22<-45<-7<-43<-40<-28
23	4239		23<-44<-3<-39<-28
24	4168		24<-48<-39<-28
25	4515		25<-42<-10<-49<-12<-39<-28
26	4353		26<-40<-28
27	4072		27<-45<-7<-43<-40<-28
28	0		28
29	4375		29<-42<-10<-49<-12<-39<-28
30	5280		30<-47<-37<-10<-49<-12<-39<-28
31	4731		31<-37<-10<-49<-12<-39<-28
32	4204		32<-48<-39<-28
33	6248		33<-47<-37<-10<-49<-12<-39<-28
34	4062		34<-35<-44<-3<-39<-28
35	4031		35<-44<-3<-39<-28
36	4611		36<-15<-48<-39<-28
37	3308		37<-10<-49<-12<-39<-28
38	4019		38<-45<-7<-43<-40<-28
39	3083		39<-28
40	3100		40<-28
41	3704		41<-10<-49<-12<-39<-28
42	4007		42<-10<-49<-12<-39<-28
43	3519		43<-40<-28
44	3843		44<-3<-39<-28
45	3614		45<-7<-43<-40<-28
46	3829		46<-28
47	3779		47<-37<-10<-49<-12<-39<-28
48	3713		48<-39<-28
49	3112		49<-12<-39<-28
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	2218		0<-48<-35<-34
1	4453		1<-40<-46<-34
2	2027		2<-46<-34
3	4586		3<-2<-46<-34
4	2492		4<-40<-46<-34
5	2535		5<-42<-22<-23<-41<-34
6	2412		6<-38<-41<-34
7	2527		7<-42<-22<-23<-41<-34
8	2390		8<-43<-34
9	1570		9<-46<-34
10	3192		10<-47<-2<-46<-34
11	2916		11<-40<-46<-34
12	3017		12<-36<-4<-40<-46<-34
13	3902		13<-49<-5<-42<-22<-23<-41<-34
14	2073		14<-48<-35<-34
15	2408		15<-41<-34
16	3818		16<-38<-41<-34
17	1930		17<-48<-35<-34
18	3423		18<-39<-23<-41<-34
19	3155		19<-38<-41<-34
20	3194		20<-38<-41<-34
21	2055		21<-46<-34
22	1725		22<-23<-41<-34
23	1688		23<-41<-34
24	2468		24<-37<-46<-34
25	2344		25<-45<-28<-48<-35<-34
26	2539		26<-41<-34
27	2735		27<-40<-46<-34
28	1966		28<-48<-35<-34
29	2740		29<-43<-34
30	3001		30<-47<-2<-46<-34
31	2427		31<-38<-41<-34
32	2095		32<-48<-35<-34
33	4059		33<-34
34	0		34
35	1536		35<-34
36	2834		36<-4<-40<-46<-34
37	2279		37<-46<-34
38	1525		38<-41<-34
39	2003		39<-23<-41<-34
40	2306		40<-46<-34
41	1496		41<-34
42	2096		42<-22<-23<-41<-34
43	2105		43<-34
44	2112		44<-28<-48<-35<-34
45	2085		45<-28<-48<-35<-34
46	1542		46<-34
47	2848		47<-2<-46<-34
48	1690		48<-35<-34
49	2724		49<-5<-42<-22<-23<-41<-34
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 30
Cel	Dystans	Sciezka	
0	1325		0<-37<-30
1	1190		1<-37<-30
2	1596		2<-38<-30
3	1643		3<-48<-0<-37<-30
4	2617		4<-36<-47<-30
5	1353		5<-6<-36<-47<-30
6	1141		6<-36<-47<-30
7	1334		7<-42<-47<-30
8	4451		8<-45<-20<-47<-30
9	2624		9<-42<-47<-30
10	1925		10<-40<-37<-30
11	1511		11<-45<-20<-47<-30
12	1639		12<-42<-47<-30
13	1483		13<-49<-42<-47<-30
14	1548		14<-49<-42<-47<-30
15	1695		15<-14<-49<-42<-47<-30
16	1495		16<-49<-42<-47<-30
17	2477		17<-48<-0<-37<-30
18	2765		18<-19<-42<-47<-30
19	1194		19<-42<-47<-30
20	955		20<-47<-30
21	1312		21<-20<-47<-30
22	2259		22<-38<-30
23	1487		23<-46<-37<-30
24	2589		24<-42<-47<-30
25	1535		25<-49<-42<-47<-30
26	2395		26<-25<-49<-42<-47<-30
27	1086		27<-49<-42<-47<-30
28	2051		28<-49<-42<-47<-30
29	1958		29<-48<-0<-37<-30
30	0		30
31	2519		31<-37<-30
32	1019		32<-42<-47<-30
33	2961		33<-45<-20<-47<-30
34	2893		34<-47<-30
35	2906		35<-34<-47<-30
36	814		36<-47<-30
37	1002		37<-30
38	1360		38<-30
39	2088		39<-38<-30
40	1055		40<-37<-30
41	1784		41<-48<-0<-37<-30
42	619		42<-47<-30
43	1641		43<-46<-37<-30
44	2408		44<-19<-42<-47<-30
45	1139		45<-20<-47<-30
46	1461		46<-37<-30
47	425		47<-30
48	1498		48<-0<-37<-30
49	1072		49<-42<-47<-30
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	2711		0<-49<-41<-23
1	2036		1<-40<-12<-41<-23
2	1028		2<-49<-41<-23
3	1221		3<-47<-21<-38<-39<-23
4	1422		4<-39<-23
5	1873		5<-48<-31<-39<-23
6	2309		6<-40<-12<-41<-23
7	1956		7<-43<-41<-23
8	2765		8<-41<-23
9	851		9<-42<-29<-39<-23
10	851		10<-44<-20<-37<-39<-23
11	1689		11<-39<-23
12	938		12<-41<-23
13	1620		13<-43<-41<-23
14	615		14<-38<-39<-23
15	1217		15<-46<-17<-42<-29<-39<-23
16	2699		16<-44<-20<-37<-39<-23
17	753		17<-42<-29<-39<-23
18	1123		18<-37<-39<-23
19	1078		19<-46<-17<-42<-29<-39<-23
20	577		20<-37<-39<-23
21	831		21<-38<-39<-23
22	886		22<-21<-38<-39<-23
23	0		23
24	674		24<-23
25	2052		25<-38<-39<-23
26	3165		26<-46<-17<-42<-29<-39<-23
27	1534		27<-42<-29<-39<-23
28	1861		28<-40<-12<-41<-23
29	353		29<-39<-23
30	1150		30<-39<-23
31	458		31<-39<-23
32	1415		32<-40<-12<-41<-23
33	1183		33<-37<-39<-23
34	1780		34<-39<-23
35	1587		35<-49<-41<-23
36	1418		36<-46<-17<-42<-29<-39<-23
37	547		37<-39<-23
38	608		38<-39<-23
39	10		39<-23
40	1164		40<-12<-41<-23
41	800		41<-23
42	406		42<-29<-39<-23
43	976		43<-41<-23
44	738		44<-20<-37<-39<-23
45	902		45<-21<-38<-39<-23
46	990		46<-17<-42<-29<-39<-23
47	962		47<-21<-38<-39<-23
48	666		48<-31<-39<-23
49	915		49<-41<-23
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	2034		0<-48<-38<-8
1	1497		1<-40<-14<-48<-38<-8
2	2328		2<-3<-41<-5<-39<-33<-38<-8
3	1823		3<-41<-5<-39<-33<-38<-8
4	1837		4<-47<-14<-48<-38<-8
5	1577		5<-39<-33<-38<-8
6	1307		6<-36<-48<-38<-8
7	1717		7<-44<-10<-36<-48<-38<-8
8	0		8
9	1576		9<-47<-14<-48<-38<-8
10	1302		10<-36<-48<-38<-8
11	1179		11<-48<-38<-8
12	1529		12<-44<-10<-36<-48<-38<-8
13	1967		13<-39<-33<-38<-8
14	1222		14<-48<-38<-8
15	1344		15<-38<-8
16	1802		16<-48<-38<-8
17	2045		17<-44<-10<-36<-48<-38<-8
18	1663		18<-38<-8
19	1987		19<-40<-14<-48<-38<-8
20	1543		20<-47<-14<-48<-38<-8
21	2646		21<-49<-8
22	1859		22<-46<-18<-38<-8
23	1855		23<-37<-38<-8
24	2722		24<-25<-39<-33<-38<-8
25	1891		25<-39<-33<-38<-8
26	2867		26<-43<-48<-38<-8
27	3462		27<-44<-10<-36<-48<-38<-8
28	2553		28<-47<-14<-48<-38<-8
29	3043		29<-42<-18<-38<-8
30	4049		30<-39<-33<-38<-8
31	1606		31<-49<-8
32	2443		32<-47<-14<-48<-38<-8
33	1357		33<-38<-8
34	2636		34<-48<-38<-8
35	1016		35<-38<-8
36	1197		36<-48<-38<-8
37	1577		37<-38<-8
38	778		38<-8
39	1572		39<-33<-38<-8
40	1320		40<-14<-48<-38<-8
41	1821		41<-5<-39<-33<-38<-8
42	2034		42<-18<-38<-8
43	2676		43<-48<-38<-8
44	1368		44<-10<-36<-48<-38<-8
45	1861		45<-36<-48<-38<-8
46	1708		46<-18<-38<-8
47	1299		47<-14<-48<-38<-8
48	1040		48<-38<-8
49	1563		49<-8
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1635		0<-42<-39<-13
1	1511		1<-40<-12<-13
2	719		2<-36<-39<-13
3	1542		3<-39<-13
4	1438		4<-36<-39<-13
5	1692		5<-48<-2<-36<-39<-13
6	1443		6<-44<-16<-45<-31<-39<-13
7	2440		7<-37<-19<-45<-31<-39<-13
8	1386		8<-39<-13
9	1350		9<-43<-12<-13
10	1441		10<-42<-39<-13
11	1819		11<-38<-20<-42<-39<-13
12	92		12<-13
13	0		13
14	2049		14<-49<-12<-13
15	2236		15<-40<-12<-13
16	878		16<-45<-31<-39<-13
17	2678		17<-45<-31<-39<-13
18	1735		18<-49<-12<-13
19	780		19<-45<-31<-39<-13
20	1102		20<-42<-39<-13
21	1089		21<-45<-31<-39<-13
22	819		22<-41<-42<-39<-13
23	2202		23<-49<-12<-13
24	1414		24<-41<-42<-39<-13
25	4154		25<-37<-19<-45<-31<-39<-13
26	2222		26<-45<-31<-39<-13
27	4098		27<-40<-12<-13
28	2056		28<-38<-20<-42<-39<-13
29	1029		29<-47<-12<-13
30	1078		30<-47<-12<-13
31	430		31<-39<-13
32	1239		32<-42<-39<-13
33	2216		33<-38<-20<-42<-39<-13
34	906		34<-35<-45<-31<-39<-13
35	744		35<-45<-31<-39<-13
36	417		36<-39<-13
37	1135		37<-19<-45<-31<-39<-13
38	1805		38<-20<-42<-39<-13
39	368		39<-13
40	843		40<-12<-13
41	771		41<-42<-39<-13
42	694		42<-39<-13
43	1012		43<-12<-13
44	1085		44<-16<-45<-31<-39<-13
45	596		45<-31<-39<-13
46	1621		46<-40<-12<-13
47	787		47<-12<-13
48	838		48<-2<-36<-39<-13
49	863		49<-12<-13
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	1734		0<-40<-15
1	1173		1<-48<-43<-15
2	2440		2<-38<-48<-43<-15
3	2002		3<-46<-24<-43<-15
4	2448		4<-46<-24<-43<-15
5	848		5<-45<-15
6	1253		6<-43<-15
7	1289		7<-37<-48<-43<-15
8	1466		8<-48<-43<-15
9	1787		9<-48<-43<-15
10	1970		10<-46<-24<-43<-15
11	2144		11<-48<-43<-15
12	2709		12<-47<-20<-45<-15
13	1539		13<-48<-43<-15
14	2912		14<-47<-20<-45<-15
15	0		15
16	1123		16<-15
17	1710		17<-40<-15
18	1763		18<-43<-15
19	2086		19<-39<-6<-43<-15
20	1320		20<-45<-15
21	1203		21<-45<-15
22	1286		22<-43<-15
23	1457		23<-22<-43<-15
24	602		24<-43<-15
25	3651		25<-26<-46<-24<-43<-15
26	3158		26<-46<-24<-43<-15
27	2052		27<-40<-15
28	1202		28<-43<-15
29	1433		29<-28<-43<-15
30	2810		30<-31<-38<-48<-43<-15
31	1536		31<-38<-48<-43<-15
32	1112		32<-45<-15
33	2621		33<-42<-6<-43<-15
34	1402		34<-43<-15
35	2084		35<-39<-6<-43<-15
36	1433		36<-7<-37<-48<-43<-15
37	1180		37<-48<-43<-15
38	1504		38<-48<-43<-15
39	1995		39<-6<-43<-15
40	1502		40<-15
41	2111		41<-6<-43<-15
42	1945		42<-6<-43<-15
43	571		43<-15
44	1567		44<-43<-15
45	727		45<-15
46	1671		46<-24<-43<-15
47	1922		47<-20<-45<-15
48	1117		48<-43<-15
49	1881		49<-28<-43<-15
Ilosc krawedzi 612 Ilosc wierzcholkow 50 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1259		0<-40<-3
1	1238		1<-40<-3
2	1362		2<-3
3	0		3
4	2139		4<-42<-48<-41<-9<-40<-3
5	1092		5<-44<-46<-3
6	2204		6<-46<-3
7	287		7<-44<-46<-3
8	1910		8<-40<-3
9	498		9<-40<-3
10	647		10<-46<-3
11	1340		11<-44<-46<-3
12	375		12<-40<-3
13	1160		13<-48<-41<-9<-40<-3
14	352		14<-44<-46<-3
15	478		15<-14<-44<-46<-3
16	1495		16<-15<-14<-44<-46<-3
17	1824		17<-39<-48<-41<-9<-40<-3
18	325		18<-44<-46<-3
19	1653		19<-38<-46<-3
20	564		20<-40<-3
21	1594		21<-38<-46<-3
22	2098		22<-23<-46<-3
23	341		23<-46<-3
24	1391		24<-48<-41<-9<-40<-3
25	1796		25<-26<-47<-41<-9<-40<-3
26	1115		26<-47<-41<-9<-40<-3
27	1129		27<-44<-46<-3
28	1145		28<-49<-35<-40<-3
29	1907		29<-41<-9<-40<-3
30	928		30<-46<-3
31	1183		31<-42<-48<-41<-9<-40<-3
32	2078		32<-48<-41<-9<-40<-3
33	1084		33<-43<-45<-20<-40<-3
34	2186		34<-38<-46<-3
35	858		35<-40<-3
36	960		36<-38<-46<-3
37	1451		37<-41<-9<-40<-3
38	143		38<-46<-3
39	1375		39<-48<-41<-9<-40<-3
40	307		40<-3
41	566		41<-9<-40<-3
42	1095		42<-48<-41<-9<-40<-3
43	713		43<-45<-20<-40<-3
44	198		44<-46<-3
45	677		45<-20<-40<-3
46	59		46<-3
47	972		47<-41<-9<-40<-3
48	726		48<-41<-9<-40<-3
49	1099		49<-35<-40<-3
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 27
Cel	Dystans	Sciezka	
0	2019		0<-34<-40<-27
1	907		1<-27
2	1030		2<-34<-40<-27
3	1632		3<-49<-39<-40<-27
4	769		4<-44<-48<-40<-27
5	958		5<-39<-40<-27
6	700		6<-48<-40<-27
7	1478		7<-45<-39<-40<-27
8	1964		8<-42<-46<-14<-44<-48<-40<-27
9	1626		9<-41<-5<-39<-40<-27
10	1248		10<-38<-48<-40<-27
11	1535		11<-44<-48<-40<-27
12	715		12<-39<-40<-27
13	1577		13<-40<-27
14	683		14<-44<-48<-40<-27
15	971		15<-40<-27
16	719		16<-27
17	1363		17<-26<-37<-38<-48<-40<-27
18	1048		18<-48<-40<-27
19	1768		19<-43<-10<-38<-48<-40<-27
20	787		20<-44<-48<-40<-27
21	745		21<-40<-27
22	1227		22<-37<-38<-48<-40<-27
23	1741		23<-39<-40<-27
24	1130		24<-48<-40<-27
25	1015		25<-32<-30<-27
26	1080		26<-37<-38<-48<-40<-27
27	0		27
28	919		28<-6<-48<-40<-27
29	1239		29<-20<-44<-48<-40<-27
30	366		30<-27
31	1731		31<-7<-45<-39<-40<-27
32	696		32<-30<-27
33	2313		33<-3<-49<-39<-40<-27
34	962		34<-40<-27
35	842		35<-27
36	1154		36<-32<-30<-27
37	1018		37<-38<-48<-40<-27
38	943		38<-48<-40<-27
39	464		39<-40<-27
40	171		40<-27
41	1235		41<-5<-39<-40<-27
42	1370		42<-46<-14<-44<-48<-40<-27
43	1646		43<-10<-38<-48<-40<-27
44	560		44<-48<-40<-27
45	860		45<-39<-40<-27
46	756		46<-14<-44<-48<-40<-27
47	946		47<-35<-27
48	504		48<-40<-27
49	1161		49<-39<-40<-27
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 46
Cel	Dystans	Sciezka	
0	1108		0<-28<-35<-46
1	1153		1<-35<-46
2	426		2<-35<-46
3	859		3<-35<-46
4	1482		4<-42<-14<-40<-35<-46
5	1576		5<-34<-40<-35<-46
6	1498		6<-35<-46
7	1059		7<-29<-3<-35<-46
8	1972		8<-37<-18<-35<-46
9	1527		9<-34<-40<-35<-46
10	1486		10<-32<-40<-35<-46
11	2143		11<-39<-14<-40<-35<-46
12	1593		12<-39<-14<-40<-35<-46
13	1569		13<-42<-14<-40<-35<-46
14	1008		14<-40<-35<-46
15	1419		15<-46
16	1729		16<-45<-49<-2<-35<-46
17	1146		17<-18<-35<-46
18	1126		18<-35<-46
19	1609		19<-38<-5<-34<-40<-35<-46
20	1844		20<-47<-18<-35<-46
21	1746		21<-36<-18<-35<-46
22	1583		22<-37<-18<-35<-46
23	1457		23<-29<-3<-35<-46
24	908		24<-35<-46
25	1088		25<-28<-35<-46
26	1610		26<-2<-35<-46
27	972		27<-28<-35<-46
28	842		28<-35<-46
29	1017		29<-3<-35<-46
30	1565		30<-3<-35<-46
31	1726		31<-41<-25<-28<-35<-46
32	1267		32<-40<-35<-46
33	1619		33<-45<-49<-2<-35<-46
34	1358		34<-40<-35<-46
35	389		35<-46
36	1193		36<-18<-35<-46
37	1421		37<-18<-35<-46
38	1592		38<-5<-34<-40<-35<-46
39	1306		39<-14<-40<-35<-46
40	720		40<-35<-46
41	1430		41<-25<-28<-35<-46
42	1031		42<-14<-40<-35<-46
43	1334		43<-46
44	1248		44<-42<-14<-40<-35<-46
45	1183		45<-49<-2<-35<-46
46	0		46
47	1628		47<-18<-35<-46
48	1614		48<-7<-29<-3<-35<-46
49	953		49<-2<-35<-46
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	2445		0<-26<-30<-23
1	1898		1<-41<-5<-38<-23
2	2004		2<-32<-5<-38<-23
3	1902		3<-36<-29<-23
4	2115		4<-3<-36<-29<-23
5	889		5<-38<-23
6	1901		6<-34<-38<-23
7	1720		7<-36<-29<-23
8	2079		8<-45<-23
9	1337		9<-39<-11<-29<-23
10	1981		10<-34<-38<-23
11	1194		11<-29<-23
12	2015		12<-35<-33<-32<-5<-38<-23
13	2160		13<-14<-30<-23
14	1268		14<-30<-23
15	1551		15<-32<-5<-38<-23
16	1414		16<-37<-23
17	1707		17<-30<-23
18	1773		18<-29<-23
19	1945		19<-38<-23
20	1877		20<-28<-49<-29<-23
21	871		21<-29<-23
22	1898		22<-29<-23
23	0		23
24	1649		24<-36<-29<-23
25	1568		25<-36<-29<-23
26	2244		26<-30<-23
27	1950		27<-6<-34<-38<-23
28	1832		28<-49<-29<-23
29	719		29<-23
30	1145		30<-23
31	1761		31<-24<-36<-29<-23
32	1094		32<-5<-38<-23
33	1934		33<-32<-5<-38<-23
34	1797		34<-38<-23
35	1953		35<-33<-32<-5<-38<-23
36	1156		36<-29<-23
37	1090		37<-23
38	522		38<-23
39	1253		39<-11<-29<-23
40	1625		40<-5<-38<-23
41	1558		41<-5<-38<-23
42	2237		42<-27<-6<-34<-38<-23
43	2408		43<-19<-38<-23
44	1040		44<-38<-23
45	1303		45<-23
46	2144		46<-35<-33<-32<-5<-38<-23
47	2136		47<-25<-36<-29<-23
48	2116		48<-23
49	1649		49<-29<-23
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 7
Cel	Dystans	Sciezka	
0	3416		0<-46<-32<-7
1	1868		1<-29<-13<-31<-7
